skills,education,ID,Category
,"Time, Skills
Advertising, Oakwood University, Microsoft Excel, iLog, Current
 
Company Name, Macintosh, Research, Marketing, Office, Apple, Acquisitions & Public Relations Coordinator, YDM, GPA, CPU Advisor, Present
 
University of Phoenix, Customer, Highlights
Microsoft Office, CPU, State, Youth Leadership Development, Comply",21321598,PUBLIC-RELATIONS
"Running Fit, Legend, The Principals and Techniques of Fundraising"" Sponsored by Make-A-Wish America
Professional Affiliations
Teamed, Excel, Kids For Wish Kids and Third Party Events, Microbes: Invisible Aliens Amazing Allies","Martian Marathon & Half Marathon, Satisfaction, Event Planning, Sr Manager National Events, Dirt 5 & 10K, Microsoft Word, Public Relations & Marketing Intern
 
, Planet Fitness, Public Relations/Minor, Indiana University Lilly Family School of Philanthropy
Phoenix, AZ, the Ann Arbor Family Days, Budget, Documentation, Museum, State
Manage, Skills
Fundraising, Audit, ¦ Review, Current
 
Company Name, Indiana University Lilly Family School of Philanthropy",21386255,PUBLIC-RELATIONS
,"Current
 
Manager
 
City
 
, Cision, Oversee, Microsoft Office, Business Mercy College, Ticket Office, Microsoft Excel, Adobe Photoshop, Instagram",21478007,PUBLIC-RELATIONS
PlayStation National Truck Tour,"Columbia County Leadership Program, Public Relations Society of America, Creatacor, Business Communication
 
Florida Institute of Technology
 
, Niagara Falls Bridge Commission, American Red Cross, Cultural Coordinator, Public Relations and Membership
 
Company Name, COARC, Salvation Army, Coordinated, more),Â, Community Health Foundation of Western
, Raiser's Edge
Desktop Publishing Software, State
 
Business Communication
Interests
, Recruiter/Cultural Coordinator
 
Company Name, InDesign
 , Berkshire Leadership Program, NYS Rental Dealers Association, National Center for Adaptive Neurotechnology, Sony, Account Executive
 
Company Name, Beech-Nut, MA, NY
Wrote",21549195,PUBLIC-RELATIONS
"Core Accomplishments
Project Management:
 Â 
Initiated, Award in Lansing, Michigan, Leadership, Relationship Building","Corporate Communications, Resourcefulness, Communication, Public Relations, the 2009 National Association of
Female Executive Award, Human Resources, Alpha Kappa Alpha Sorority, Inclusiveness, Agile, Quality, Additional Information
NOTABLE, University of Phoenix
 
, Professional Experience
Company Name, the Human Resources Department, Bachelor, RA, Kalamazoo's National Association for the
Advancement of Colored People (NAACP, Corporate America, the Black Student Organization, State
 
Public Relations Intern
 
01/1988
 
, Kalamazoo's Community in School's
Advisory Board, Organizational Communications Diversity/Inclusion, the Public Relations Department, Council, Tyson's Food
Mother of Distinction Regional Award, INTERN, Professional Affiliations, Radio Personality, State Farm, the ""Kalamazoo Community
Voices, Jack and Jill of America, the Kalamazoo Operations Center, University, GPA, Intercultural Communications, Decision Making and, the Board of Trustees for Kalamazoo Country Day School, State, State
Organizational Management and Leadership Diversity, Critical Thinking,",21663616,PUBLIC-RELATIONS
,"Customer Support Specialist
 
Company Name, Talent Management's, Oversee, Pardot and Salesforce, Franklin Covey, HMM, Accelerate Development, 01/2013
Public Relations and Marketing Intern
 
Company Name, HealthStream, Customer Service, Research, Improve Donor
Relations, the Customer Service Spotlight, Communication-Public Relations Marketing",21669215,PUBLIC-RELATIONS
Excel,"Microsoft, l Located, National Society of Leadership, 03/2014
 
Company Name, International Studies l Asset and Investment Management, the University of California Irvine, Data Analysis, Economics, Finance, Asymmetric Information, Financial, l National Society of Leadership, Access, Excel, Money, Money and Banking Operations l 
Economic Anthropology l 
, Statistics, Independent Research, Coordinated, l Verified, Investment Management, PowerPoint, Professional Summary
Talented, 09/2009
 
Company Name, Economics and Finance l 
Research and Data Analysis, l Implemented, Regression Software, GPA, l Helped, l Oversaw, State",22455205,PUBLIC-RELATIONS
"Excel, Photoshop","WesternBagel.com, Microsoft, Countrywide Print Collateral: Design, Wordpress, Blackbaud NetCommunity, Project, Highmark Funds Print Collateral: Design, Countrywide Capital Markets, Highlights
Graphic, Countrywide
Asset Management Corporation, Marketing Collateral, Department Print Advertisements, Asset Management, the Advancement Department, Countywide Home Loans, Current
 
Company Name, Skills
Adobe, Costco, Sanyo, Western Bagel Baking Corporation Print Collateral: Design, Coordinated, the Home Appliance and Wireless, California State University, Illustrator, PowerPoint, Interactive Demos, Waffle Maker, Countrywide Security Corporation, Capital Markets, Hello Kitty Toaster, their Asset Allocations Funds, City
 
Graphic Design
Languages
Bilingual, InDesign, Air WasherTM, Media Buys: Responsible, Bed, Bath & Beyond",22560013,PUBLIC-RELATIONS
"Associate of Applied Science
 
, Facebook, AdWords, Twitter,","Social Media, Public Relations, Marketing & Project Management
 
2016
 
Marion Technical College, Public Relations Specialist, Digital Marketing, Client/Community Coordinator
 
Sep, Data Entry, SEO, State
Marketing, Public Relations, Marion Technical College, Marion Restaurant Guide, Current
 
Company Name, Microsoft Office, Copywriter
Graphic Design
, Highlights
Microsoft Office
, Wireless Specialist, the Marion Restaurant Guide, Grammar
Graphic Design
Expert Computer Knowledge
Analytical Skills
Public Relations Specialist, Public Relations & Marketing",22754014,PUBLIC-RELATIONS
"Plan Meeting and Events, Excel, Photoshop","Customer Service, Accounting & 
Basic Book, Manage, Oversee, Train & Supervise, LANGUAGES, Schedule, Processing Payroll, 08/2009
 
Company Name, Professional Summary, Aakash Institute, Directors, Current
 
Company Name, Coordinated, 09/2008
 
Company Name, Company Name
 
, Outlook Express, PowerPoint, Travel, Analytical &, Departments, HINDI, Microsoft Word, State",22861181,PUBLIC-RELATIONS
"Fortune, Forbes, Demonstrated","Maples Communications, Ingram Micro, City
 
, IoT, Fox News, The Wall Street Journal, Venturebeat Guided, Networks, Additional Information
Awards Winner, Epson
New Ventures, the Public Relations Society of America, Fitbit Instrumental, Epson, Finance, Yahoo!, Financial, Silver Anvils, the Public Relations Society of America Awards Winner, 03/2011
 
Account Management, Nuance Communications, CNN, CNET, Yahoo, AI, Reuters, Reveal Mobile, The Financial Times, Toshiba, Secured, Motley Fool, Networks In Motion, Thomson Reuters, Created, USA Today, the New York Post, the White House",23015611,PUBLIC-RELATIONS
"Materials, Mentoring, Newsletters, Presentations, Processes, Public Relations, Recruitment","09/2006
 
Company Name
 
City
 
, 09/2013
 
Company Name
 
City
 
, 06/2012
 
Company Name
 
City
 
, Hickman Mills Prevention Coalition, Adult & Community Education
Master of Arts
 
, Hickman Mills Educational Foundation, YouthFriends, YouthFriends Mentoring Program, Foundations of Mass Communication and Essentials of Managerial Communication, the Metro Center, Educational Foundation, Current
 
Company Name
 
City
 
, Public Relations and Alumni Affairs Coordinator, Missouri Western State University, Advisory Committee, Kansas State University, State
Coordinated, Event Planning, Special Events, United Methodist Church, Skills
Communications, Mass Media Overview & History, Information Products and Presentations, Scholarship Committee, the Communication Department, PPR Committee, Missouri State University, Fundraising, Graphics, Brochures, Facilitate, GPA, the KC Metro Center, Public Information, Catalogs, Marketing, Marketing Plans, Works, State, Communication
Processes, Information Strategies, Information Sources, Communication Variety",23048999,PUBLIC-RELATIONS
"The Cherry Blossom Festival, A Walk through Newark","WNET-TV, Philadelphia Inquirer, CadmusCom, Real Estate Weekly, Medallion Financial Corp.and Hearts on Fire, Bloomberg Television, Public Relations Specialist
 
Company Name, the National Marriage Project's, Sales Associate
 
Company Name, The New York Times, Associated Press, USA Today, Rutgers College, Construction Industry Advancement Program, Baltimore Sun, KYW-TV, Press, the Courier Post, Fortune Magazine, Home News Tribune, Financial, Washington Times, Bloomingdale's Super Sellers Club, Rush Holt, Men's, Nursing,, WABC-TV, State
Created, the College of Nursing, CN8 News, CIAP, Polo Specialist
 
Company Name, NJN News, Comcast, WCAU-TV, Sun, The Business, Labor & Community Coalition, Account Executive
 
Company Name, Power Lunch and Entrepreneurs Now, Real Estate, Created, Black Experience, Bioterrorism Conference, ABC News World News, WWOR-TV's, USA Today, Herald
News, Star-Ledger, State, ABC",23143731,PUBLIC-RELATIONS
"Current
Marketing and Special Events Coordinator
 
Company Name
 
","Central Park Zoo Special Events Intern
 
Company Name, Prioritization
Clear, Microsoft Office, GPA, Delta International Honors Society, Event Coordinator, State, Skills
Desktop Publishing Software",23602130,PUBLIC-RELATIONS
"Fortune 500, Associated Press Managing Editors, State
 
Speechwriting, Golden Quill Award, Fortune 700, Good Morning","Associated Press Sports Editors, Explorer, 04/2003
 
Company Name, Spalding University, MFA, Additional Information
Awards, 01/2013
 
Company Name, Pittsburgh Tribune-Review, Skills
Superior, Firestone, Pinterest, Pennsylvania Society of Professional Journalists, Current
 
Company Name, Pennsylvania Auditor General
 
, HealthSouth, US Airways', 09/1985
 
Company Name, PowerPoint, 02/1998
 
Company Name, Kennametal Inc., Capitol Rotunda, State
 
Responsible, Equitable Resources, Westinghouse Electric, 12/1996
 
Company Name, Keystone State
Crisis, Public Utility Commission, Professional Summary
Seasoned, Daily Collegian, Visa, State, Media, ABC, Pennsylvania State University",23631724,PUBLIC-RELATIONS
,"Alpha Psi Omega Honor Fraternity
Majored, Theater
Minored in Biology
Skills
Deadline, Entertainment, 08/2018
 
Company Name, FDA, Tech Industry
Communicated, Public Relations
Information, Current
 
Company Name, Coordinated, Completed, Fayetteville State University, Contributing Writer, Entertainment, Medical, Fitness, Alpha Kappa Alpha Sorority
Graduated, GPA, Speech/Communications, 08/2003
 
, State, Media",23673025,PUBLIC-RELATIONS
,"Public Relations, Early Investments, Indonesian Association, Kwik Kian Gie School of Business, BPP PERHUMAS, OTP, Kwik Kian Gie School of Business
 
, Current
 
Company Name, Gunung Sahari, the Himmata Foundation Layover, Social Science, SOHO Global Health, Select One
 
: 
Social Science
 
, Corporate Social Responsibility, Mid-Ear Inflammation
 Â 
, House, the International Ear Care Day
 Â  Support CSR, Highlights
Public Relations Strategy
Marketing Communications, Community Public Relations, City
Increase",23771896,PUBLIC-RELATIONS
,"Manage, Google, Florida State University, Microsoft Office
Relationship, Microsoft Office, USA
 
BACHELOR OF SCIENCE
 
: 
Environmental Studies
 
Skills
Communication, PTA, Recruit, State
 
Student Intern
Completed, PR Intern
Research, State
 
Marketing and Advertising Sales Associate
Attended, State, State
 
Virtual Social Media Marketing Intern
Curate, LF, Bounce PR's",24491862,PUBLIC-RELATIONS
Embracing Autism,"Assisted, Interim News, Corporate, Univision Sports, Nova Southeastern University, 2016 Media Relations and Law Enforcement Training, Univision, GM, Florida International University, Primer Impacto, Criminal Justice
Awards, State
News Anchor /Reporter, Juris Doctorate, Despierta America, 10/2020
 
Public Relations Specialist
 
Company Name, Certifications, KUTH",24559558,PUBLIC-RELATIONS
,"Time, Project Managers and Accounts Payable/Receivable, Oversee, LaserFiche, the Office of Society Services, PeopleSoft, SharePoint, FFP, Professional Summary
Detail, OSS, Project Managers, HIGHLIGHTS Exceptional, Accounts Receivable and, Client Accounting Coordinator, State
 
Business Administration, Current
 
Company Name
, Standard Operating Procedures, the Practical Assessment Center, Temple University
 
, ACS AuthorChoice, Microsoft Office, MSG, Media Services Group, the Senior Contracts Administrator, T&M, ACS, CPFF, Account Liaisons, Project Managers Assigned, Tax Office, Billing Coordinator, Account Managers, Consultants, Publications",24590489,PUBLIC-RELATIONS
